message_id,label,date,neg,neu,pos,compound
15379,spam,2004-11-07,0.0,0.888,0.112,0.8639
15380,spam,2004-11-07,0.0,0.646,0.354,0.9032
15381,spam,2004-11-07,0.058,0.887,0.056,-0.0258
15382,spam,2004-11-07,0.018,0.89,0.091,0.8679
15383,spam,2004-11-07,0.0,0.853,0.147,0.863
15384,spam,2004-11-07,0.05,0.855,0.096,0.6571
15385,spam,2004-11-07,0.101,0.764,0.135,0.7263
15386,spam,2004-11-07,0.0,0.885,0.115,0.7178
15387,spam,2004-11-08,0.029,0.852,0.119,0.5106
15388,spam,2004-11-08,0.0,0.828,0.172,0.6784
15389,spam,2004-11-08,0.097,0.851,0.052,-0.2905
15390,spam,2004-11-08,0.0,0.981,0.019,0.3527
15391,spam,2004-11-09,0.1,0.872,0.028,-0.7044
15392,spam,2004-11-09,0.072,0.928,0.0,-0.4184
15393,spam,2004-11-09,0.229,0.771,0.0,-0.91
15394,spam,2004-11-09,0.05,0.761,0.188,0.9146
15395,spam,2004-11-10,0.107,0.74,0.153,0.4019
15396,spam,2004-11-10,0.024,0.805,0.171,0.8225
15397,spam,2004-11-10,0.01,0.884,0.106,0.9555
15398,spam,2004-11-10,0.0,0.841,0.159,0.9517
15399,spam,2004-11-10,0.018,0.89,0.091,0.8679
15400,spam,2004-11-10,0.083,0.777,0.14,0.6145
15401,spam,2004-11-10,0.057,0.786,0.157,0.7512
15402,spam,2004-11-10,0.0,0.843,0.157,0.0772
15403,spam,2004-11-10,0.036,0.88,0.084,0.9834
15404,spam,2004-11-11,0.028,0.844,0.128,0.9931
15405,spam,2004-11-11,0.094,0.803,0.104,0.1531
15406,spam,2004-11-11,0.107,0.803,0.091,-0.1759
15407,spam,2004-11-12,0.065,0.857,0.078,-0.4153
15408,spam,2004-11-12,0.0,0.861,0.139,0.8481
15409,spam,2004-11-12,0.049,0.803,0.148,0.9961
15410,spam,2004-11-12,0.066,0.802,0.132,0.7263
15411,spam,2004-11-12,0.0,0.881,0.119,0.4019
15412,spam,2004-11-12,0.146,0.825,0.029,-0.9037
15413,spam,2004-11-12,0.0,0.827,0.173,0.7579
15414,spam,2004-11-13,0.076,0.835,0.088,0.128
15415,spam,2004-11-13,0.0,0.794,0.206,0.8555
15416,spam,2004-11-13,0.091,0.853,0.056,-0.2023
15417,spam,2004-11-14,0.083,0.821,0.096,0.6808
15418,spam,2004-11-15,0.193,0.761,0.045,-0.8003
15419,spam,2004-11-15,0.004,0.898,0.098,0.98
15420,spam,2004-11-16,0.081,0.919,0.0,-0.3923
15421,spam,2004-11-16,0.0,0.838,0.162,0.7872
15422,spam,2004-11-16,0.136,0.864,0.0,-0.7163
15423,spam,2004-11-16,0.17,0.83,0.0,-0.8003
15424,spam,2004-11-16,0.049,0.839,0.112,0.5962
15425,spam,2004-11-16,0.0,1.0,0.0,0.0
15426,spam,2004-11-17,0.036,0.84,0.124,0.7149
15427,spam,2004-11-17,0.121,0.879,0.0,-0.5707
15428,spam,2004-11-17,0.0,0.942,0.058,0.34
15429,spam,2004-11-18,0.0,0.887,0.113,0.4215
15430,spam,2004-11-18,0.05,0.826,0.123,0.982
15431,spam,2004-11-18,0.053,0.794,0.153,0.6341
15432,spam,2004-11-18,0.0,1.0,0.0,0.0
15433,spam,2004-11-18,0.065,0.747,0.187,0.967
15434,spam,2004-11-19,0.029,0.971,0.0,-0.5216
15435,spam,2004-11-19,0.067,0.685,0.248,0.8856
15436,spam,2004-11-19,0.012,0.817,0.172,0.9965
15437,spam,2004-11-19,0.099,0.789,0.112,0.2363
15438,spam,2004-11-19,0.0,0.878,0.122,0.4696
15439,spam,2004-11-19,0.04,0.861,0.099,0.961
15440,spam,2004-11-19,0.041,0.88,0.079,0.6908
15441,spam,2004-11-19,0.077,0.774,0.149,0.7759
15442,spam,2004-11-19,0.029,0.792,0.179,0.9712
15443,spam,2004-11-19,0.166,0.834,0.0,-0.4184
15444,spam,2004-11-19,0.055,0.846,0.099,-0.2444
15445,spam,2004-11-20,0.0,0.794,0.206,0.0772
15446,spam,2004-11-20,0.03,0.834,0.136,0.8184
15447,spam,2004-11-20,0.231,0.717,0.052,-0.7901
15448,spam,2004-11-21,0.085,0.771,0.144,0.8748
15449,spam,2004-11-22,0.027,0.78,0.193,0.9978
15450,spam,2004-11-22,0.047,0.926,0.027,-0.4019
15451,spam,2004-11-22,0.0,0.859,0.141,0.8402
15452,spam,2004-11-22,0.223,0.777,0.0,-0.765
15453,spam,2004-11-22,0.174,0.694,0.132,0.3363
15454,spam,2004-11-22,0.0,0.975,0.025,0.4199
15455,spam,2004-11-22,0.009,0.848,0.143,0.9976
15456,spam,2004-11-23,0.076,0.798,0.126,0.8748
15457,spam,2004-11-23,0.0,1.0,0.0,0.0
15458,spam,2004-11-23,0.045,0.723,0.231,0.8402
15459,spam,2004-11-23,0.107,0.837,0.055,-0.3348
15460,spam,2004-11-23,0.235,0.709,0.056,-0.8544
15461,spam,2004-11-23,0.254,0.703,0.043,-0.8928
15462,spam,2004-11-23,0.032,0.81,0.158,0.9336
15463,spam,2004-11-23,0.0,0.733,0.267,0.8299
15464,spam,2004-11-24,0.021,0.75,0.229,0.9628
15465,spam,2004-11-24,0.0,0.798,0.202,0.7236
15466,spam,2004-11-24,0.196,0.72,0.084,-0.6974
15467,spam,2004-11-25,0.049,0.817,0.134,0.5972
15468,spam,2004-11-25,0.03,0.908,0.061,0.5538
15469,spam,2004-11-25,0.098,0.741,0.161,0.3939
15470,spam,2004-11-25,0.075,0.812,0.113,0.5423
15471,spam,2004-11-26,0.04,0.886,0.075,0.3612
15472,spam,2004-11-26,0.0,0.889,0.111,0.504
15473,spam,2004-11-27,0.134,0.866,0.0,-0.6784
15474,spam,2004-11-27,0.017,0.864,0.12,0.9797
15475,spam,2004-11-27,0.067,0.933,0.0,-0.4724
15476,spam,2004-11-27,0.151,0.768,0.081,-0.3973
15477,spam,2004-11-27,0.106,0.845,0.05,-0.3769
15478,spam,2004-11-28,0.0,0.933,0.067,0.8834
15479,spam,2004-11-28,0.047,0.653,0.3,0.9717
15480,spam,2004-11-28,0.059,0.739,0.202,0.8591
15481,spam,2004-11-28,0.0,1.0,0.0,0.0
15482,spam,2004-11-28,0.027,0.792,0.181,0.9959
15483,spam,2004-11-28,0.0,1.0,0.0,0.0
15484,spam,2004-11-28,0.188,0.787,0.025,-0.8161
15485,spam,2004-11-29,0.049,0.886,0.065,0.3544
15486,spam,2004-11-29,0.008,0.928,0.065,0.9325
15487,spam,2004-11-29,0.043,0.9,0.057,0.3544
15488,spam,2004-11-29,0.07,0.753,0.177,0.9422
15489,spam,2004-11-29,0.103,0.867,0.03,-0.952
15490,spam,2004-11-30,0.04,0.798,0.161,0.9919
15491,spam,2004-11-30,0.043,0.703,0.254,0.8689
15492,spam,2004-11-30,0.125,0.778,0.097,-0.34
15493,spam,2004-12-01,0.026,0.817,0.156,0.9983
15494,spam,2004-12-01,0.178,0.712,0.11,-0.3164
15495,spam,2004-12-01,0.053,0.916,0.031,-0.2263
15496,spam,2004-12-01,0.04,0.803,0.158,0.9842
15497,spam,2004-12-01,0.0,0.899,0.101,0.6322
15498,spam,2004-12-01,0.074,0.926,0.0,-0.25
15499,spam,2004-12-02,0.066,0.898,0.036,-0.7494
15500,spam,2004-12-02,0.139,0.746,0.115,-0.5584
15501,spam,2004-12-02,0.013,0.885,0.102,0.99
15502,spam,2004-12-02,0.076,0.843,0.081,0.1007
15503,spam,2004-12-02,0.148,0.772,0.079,-0.3973
15504,spam,2004-12-02,0.17,0.789,0.041,-0.7333
15505,spam,2004-12-02,0.155,0.809,0.036,-0.725
15506,spam,2004-12-02,0.022,0.978,0.0,-0.4843
15507,spam,2004-12-03,0.041,0.946,0.013,-0.5538
15508,spam,2004-12-03,0.031,0.815,0.154,0.9928
15509,spam,2004-12-03,0.031,0.778,0.191,0.9962
15510,spam,2004-12-03,0.0,0.82,0.18,0.9963
15511,spam,2004-12-03,0.143,0.812,0.046,-0.9563
15512,spam,2004-12-04,0.028,0.966,0.006,-0.8935
15513,spam,2004-12-04,0.023,0.815,0.163,0.9269
15514,spam,2004-12-04,0.179,0.698,0.123,-0.2661
15515,spam,2004-12-04,0.156,0.784,0.059,-0.7243
15516,spam,2004-12-04,0.0,1.0,0.0,0.0
15517,spam,2004-12-04,0.198,0.771,0.031,-0.7892
15518,spam,2004-12-05,0.0,1.0,0.0,0.0
15519,spam,2004-12-05,0.116,0.884,0.0,-0.6124
15520,spam,2004-12-05,0.037,0.676,0.287,0.93
15521,spam,2004-12-06,0.02,0.766,0.214,0.9989
15522,spam,2004-12-07,0.007,0.897,0.096,0.9712
15523,spam,2004-12-07,0.0,0.932,0.068,0.4404
15524,spam,2004-12-07,0.074,0.926,0.0,-0.3923
15525,spam,2004-12-07,0.0,0.892,0.108,0.8619
15526,spam,2004-12-08,0.042,0.822,0.136,0.9997
15527,spam,2004-12-08,0.037,0.852,0.112,0.9905
15528,spam,2004-12-08,0.041,0.863,0.096,0.5781
15529,spam,2004-12-08,0.029,0.888,0.083,0.6369
15530,spam,2004-12-09,0.102,0.898,0.0,-0.1803
15531,spam,2004-12-09,0.0,0.516,0.484,0.957
15532,spam,2004-12-09,0.093,0.618,0.289,0.9903
15533,spam,2004-12-09,0.0,0.975,0.025,0.5574
15534,spam,2004-12-09,0.0,1.0,0.0,0.0
15535,spam,2004-12-09,0.102,0.806,0.092,-0.1531
15536,spam,2004-12-09,0.044,0.78,0.176,0.9652
15537,spam,2004-12-09,0.0,0.853,0.147,0.7222
15538,spam,2004-12-09,0.04,0.758,0.202,0.9566
15539,spam,2004-12-10,0.059,0.765,0.176,0.8304
15540,spam,2004-12-10,0.031,0.898,0.072,0.5781
15541,spam,2004-12-11,0.05,0.93,0.021,-0.4912
15542,spam,2004-12-11,0.028,0.852,0.119,0.9938
15543,spam,2004-12-11,0.452,0.548,0.0,-0.5106
15544,spam,2004-12-11,0.028,0.924,0.048,0.2928
15545,spam,2004-12-11,0.0,0.946,0.054,0.7627
15546,spam,2004-12-12,0.086,0.745,0.169,0.6369
15547,spam,2004-12-12,0.128,0.777,0.095,-0.4199
15548,spam,2004-12-12,0.072,0.815,0.113,0.7777
15549,spam,2004-12-12,0.095,0.806,0.099,0.1511
15550,spam,2004-12-13,0.057,0.747,0.196,0.7096
15551,spam,2004-12-13,0.128,0.739,0.133,0.296
15552,spam,2004-12-14,0.034,0.784,0.181,0.996
15553,spam,2004-12-14,0.0,1.0,0.0,0.0
15554,spam,2004-12-14,0.067,0.822,0.111,0.5719
15555,spam,2004-12-14,0.189,0.67,0.141,-0.4574
15556,spam,2004-12-15,0.035,0.746,0.219,0.8777
15557,spam,2004-12-15,0.072,0.822,0.105,0.25
15558,spam,2004-12-15,0.025,0.783,0.192,0.9966
15559,spam,2004-12-15,0.019,0.928,0.053,0.6938
15560,spam,2004-12-16,0.015,0.902,0.083,0.7712
15561,spam,2004-12-16,0.012,0.839,0.149,0.9971
15562,spam,2004-12-16,0.013,0.892,0.095,0.9801
15563,spam,2004-12-17,0.0,1.0,0.0,0.0
15564,spam,2004-12-17,0.042,0.804,0.154,0.9201
15565,spam,2004-12-18,0.113,0.797,0.09,-0.4767
15566,spam,2004-12-18,0.037,0.737,0.226,0.8834
15567,spam,2004-12-18,0.0,1.0,0.0,0.0
15568,spam,2004-12-18,0.031,0.787,0.182,0.9545
15569,spam,2004-12-19,0.0,0.87,0.13,0.5106
15570,spam,2004-12-19,0.0,1.0,0.0,0.0
15571,spam,2004-12-19,0.018,0.89,0.091,0.8679
15572,spam,2004-12-19,0.02,0.865,0.115,0.9865
15573,spam,2004-12-19,0.086,0.864,0.05,-0.3412
15574,spam,2004-12-19,0.042,0.803,0.155,0.983
15575,spam,2004-12-19,0.058,0.837,0.105,0.8312
15576,spam,2004-12-19,0.077,0.923,0.0,-0.4724
15577,spam,2004-12-20,0.0,0.843,0.157,0.0772
15578,spam,2004-12-20,0.041,0.753,0.206,0.9566
15579,spam,2004-12-20,0.065,0.767,0.168,0.5576
15580,spam,2004-12-20,0.0,0.79,0.21,0.8999
15581,spam,2004-12-21,0.1,0.71,0.19,0.9557
15582,spam,2004-12-21,0.046,0.799,0.155,0.6322
15583,spam,2004-12-21,0.0,0.663,0.337,0.9353
15584,spam,2004-12-21,0.054,0.908,0.038,-0.4588
15585,spam,2004-12-22,0.053,0.947,0.0,-0.3716
15586,spam,2004-12-22,0.199,0.69,0.111,-0.5538
15587,spam,2004-12-22,0.01,0.941,0.049,0.8048
15588,spam,2004-12-22,0.0,0.842,0.158,0.8609
15589,spam,2004-12-23,0.051,0.949,0.0,-0.3089
15590,spam,2004-12-23,0.038,0.731,0.23,0.8588
15591,spam,2004-12-23,0.164,0.786,0.05,-0.6711
15592,spam,2004-12-23,0.039,0.685,0.277,0.9517
15593,spam,2004-12-23,0.07,0.71,0.22,0.922
15594,spam,2004-12-23,0.076,0.739,0.185,0.937
15595,spam,2004-12-23,0.041,0.959,0.0,-0.1027
15596,spam,2004-12-23,0.159,0.806,0.035,-0.9761
15597,spam,2004-12-23,0.227,0.701,0.071,-0.9851
15598,spam,2004-12-23,0.201,0.799,0.0,-0.939
15599,spam,2004-12-24,0.1,0.811,0.088,-0.2481
15600,spam,2004-12-24,0.083,0.802,0.115,0.4767
15601,spam,2004-12-24,0.021,0.858,0.121,0.852
15602,spam,2004-12-24,0.0,0.951,0.049,0.1232
15603,spam,2004-12-24,0.095,0.839,0.065,-0.4404
15604,spam,2004-12-25,0.0,0.829,0.171,0.8658
15605,spam,2004-12-25,0.0,0.899,0.101,0.9075
15606,spam,2004-12-25,0.09,0.812,0.098,0.3214
15607,spam,2004-12-25,0.094,0.815,0.091,0.124
15608,spam,2004-12-26,0.076,0.753,0.172,0.9759
15609,spam,2004-12-26,0.0,0.851,0.149,0.8976
15610,spam,2004-12-26,0.035,0.809,0.156,0.9335
15611,spam,2004-12-26,0.0,1.0,0.0,0.0
15612,spam,2004-12-27,0.071,0.853,0.076,0.3987
15613,spam,2004-12-28,0.07,0.93,0.0,-0.4871
15614,spam,2004-12-28,0.0,1.0,0.0,0.0
15615,spam,2004-12-28,0.047,0.874,0.079,0.2023
15616,spam,2004-12-28,0.082,0.735,0.183,0.8033
15617,spam,2004-12-28,0.058,0.763,0.179,0.9686
15618,spam,2004-12-28,0.0,0.926,0.074,0.6239
15619,spam,2004-12-28,0.045,0.906,0.048,0.0382
15620,spam,2004-12-28,0.0,0.916,0.084,0.7163
15621,spam,2004-12-28,0.058,0.893,0.049,-0.1511
15622,spam,2004-12-29,0.0,0.661,0.339,0.9368
15623,spam,2004-12-29,0.029,0.851,0.119,0.9368
15624,spam,2004-12-29,0.05,0.845,0.104,0.4588
15625,spam,2004-12-30,0.083,0.804,0.113,0.6271
15626,spam,2004-12-30,0.035,0.809,0.156,0.9335
15627,spam,2004-12-30,0.049,0.785,0.166,0.7351
15628,spam,2004-12-30,0.039,0.923,0.038,-0.0171
15629,spam,2004-12-30,0.048,0.843,0.108,0.7044
15630,spam,2004-12-30,0.074,0.85,0.076,0.0258
15631,spam,2004-12-31,0.0,0.842,0.158,0.8469
15632,spam,2005-01-01,0.055,0.945,0.0,-0.6808
15633,spam,2005-01-01,0.035,0.761,0.204,0.9718
15634,spam,2005-01-01,0.053,0.903,0.044,-0.1263
15635,spam,2005-01-01,0.114,0.886,0.0,-0.5994
15636,spam,2005-01-01,0.0,0.822,0.178,0.0772
15637,spam,2005-01-01,0.12,0.789,0.091,-0.2023
15638,spam,2005-01-01,0.125,0.806,0.069,-0.7003
15639,spam,2005-01-01,0.0,0.879,0.121,0.9049
15640,spam,2005-01-02,0.118,0.541,0.341,0.9538
15641,spam,2005-01-03,0.136,0.663,0.201,0.3382
15642,spam,2005-01-03,0.04,0.941,0.019,-0.4926
15643,spam,2005-01-03,0.022,0.869,0.108,0.9968
15644,spam,2005-01-03,0.022,0.866,0.112,0.997
15645,spam,2005-01-03,0.06,0.861,0.08,0.2441
15646,spam,2005-01-03,0.009,0.824,0.167,0.9711
15647,spam,2005-01-04,0.072,0.846,0.082,0.2148
15648,spam,2005-01-04,0.071,0.782,0.147,0.4939
15649,spam,2005-01-04,0.048,0.81,0.142,0.9035
15650,spam,2005-01-04,0.0,0.881,0.119,0.8988
15651,spam,2005-01-04,0.0,0.883,0.117,0.8988
15652,spam,2005-01-04,0.0,0.876,0.124,0.9049
15653,spam,2005-01-05,0.031,0.568,0.401,0.9864
15654,spam,2005-01-05,0.023,0.858,0.118,0.9915
15655,spam,2005-01-05,0.026,0.758,0.215,0.9851
15656,spam,2005-01-05,0.097,0.751,0.151,0.7932
15657,spam,2005-01-06,0.0,0.918,0.082,0.5526
15658,spam,2005-01-06,0.019,0.889,0.093,0.8679
15659,spam,2005-01-06,0.0,0.789,0.211,0.875
15660,spam,2005-01-06,0.058,0.942,0.0,-0.9291
15661,spam,2005-01-06,0.047,0.866,0.087,0.9886
15662,spam,2005-01-06,0.047,0.85,0.103,0.4228
15663,spam,2005-01-07,0.041,0.901,0.058,0.2263
15664,spam,2005-01-07,0.016,0.861,0.124,0.9985
15665,spam,2005-01-07,0.169,0.613,0.218,0.9551
15666,spam,2005-01-07,0.122,0.751,0.127,0.6899
15667,spam,2005-01-07,0.125,0.675,0.2,0.9788
15668,spam,2005-01-07,0.124,0.623,0.253,0.9891
15669,spam,2005-01-07,0.179,0.589,0.232,0.9803
15670,spam,2005-01-07,0.018,0.89,0.091,0.8679
15671,spam,2005-01-08,0.0,1.0,0.0,0.0
15672,spam,2005-01-09,0.143,0.742,0.115,-0.4199
15673,spam,2005-01-09,0.0,0.931,0.069,0.7901
15674,spam,2005-01-10,0.0,1.0,0.0,0.0
15675,spam,2005-01-10,0.01,0.781,0.21,0.9988
15676,spam,2005-01-10,0.109,0.772,0.119,0.9186
15677,spam,2005-01-10,0.25,0.658,0.092,-0.7003
15678,spam,2005-01-10,0.078,0.828,0.093,0.3987
15679,spam,2005-01-10,0.0,1.0,0.0,0.0
15680,spam,2005-01-10,0.033,0.851,0.116,0.9151
15681,spam,2005-01-11,0.065,0.923,0.011,-0.892
15682,spam,2005-01-11,0.0,0.79,0.21,0.8553
15683,spam,2005-01-11,0.081,0.78,0.139,0.9548
15684,spam,2005-01-11,0.006,0.804,0.191,0.9974
15685,spam,2005-01-11,0.026,0.891,0.083,0.9876
15686,spam,2005-01-11,0.03,0.889,0.081,0.9842
15687,spam,2005-01-11,0.028,0.893,0.079,0.9849
15688,spam,2005-01-11,0.028,0.891,0.081,0.9862
15689,spam,2005-01-11,0.026,0.891,0.083,0.9874
15690,spam,2005-01-11,0.031,0.852,0.117,0.802
15691,spam,2005-01-11,0.053,0.875,0.072,0.1027
15692,spam,2005-01-12,0.281,0.639,0.079,-0.9283
15693,spam,2005-01-12,0.034,0.866,0.1,0.7985
15694,spam,2005-01-12,0.053,0.947,0.0,-0.2263
15695,spam,2005-01-12,0.094,0.779,0.127,0.2003
15696,spam,2005-01-12,0.007,0.859,0.134,0.997
15697,spam,2005-01-13,0.088,0.7,0.212,0.8687
15698,spam,2005-01-14,0.0,0.932,0.068,0.8834
15699,spam,2005-01-14,0.061,0.778,0.16,0.765
15700,spam,2005-01-14,0.062,0.756,0.183,0.9936
15701,spam,2005-01-14,0.138,0.655,0.207,0.7177
15702,spam,2005-01-14,0.097,0.823,0.08,-0.5574
15703,spam,2005-01-14,0.024,0.862,0.114,0.9974
15704,spam,2005-01-14,0.425,0.503,0.073,-0.8074
15705,spam,2005-01-14,0.019,0.893,0.088,0.8016
15706,spam,2005-01-14,0.035,0.835,0.13,0.8955
15707,spam,2005-01-15,0.0,0.954,0.046,0.4939
15708,spam,2005-01-15,0.0,0.8,0.2,0.3612
15709,spam,2005-01-15,0.0,0.883,0.117,0.8988
15710,spam,2005-01-16,0.047,0.953,0.0,-0.7946
15711,spam,2005-01-16,0.019,0.861,0.12,0.9989
15712,spam,2005-01-16,0.052,0.826,0.122,0.5775
15713,spam,2005-01-16,0.119,0.831,0.051,-0.8209
15714,spam,2005-01-16,0.0,0.834,0.166,0.7644
15715,spam,2005-01-16,0.034,0.888,0.079,0.5781
15716,spam,2005-01-17,0.06,0.816,0.124,0.8255
15717,spam,2005-01-17,0.041,0.885,0.074,0.9872
15718,spam,2005-01-17,0.037,0.881,0.082,0.9927
15719,spam,2005-01-17,0.027,0.879,0.093,0.9928
15720,spam,2005-01-17,0.085,0.726,0.189,0.652
15721,spam,2005-01-17,0.0,0.773,0.227,0.9325
15722,spam,2005-01-17,0.038,0.817,0.144,0.8316
15723,spam,2005-01-18,0.081,0.888,0.031,-0.471
15724,spam,2005-01-18,0.089,0.79,0.121,0.8879
15725,spam,2005-01-18,0.042,0.877,0.081,0.9903
15726,spam,2005-01-18,0.039,0.889,0.072,0.9857
15727,spam,2005-01-19,0.0,0.643,0.357,0.9664
15728,spam,2005-01-19,0.125,0.655,0.22,0.9951
15729,spam,2005-01-19,0.052,0.82,0.128,0.9653
15730,spam,2005-01-19,0.0,0.868,0.132,0.9806
15731,spam,2005-01-19,0.021,0.892,0.087,0.9967
15732,spam,2005-01-19,0.019,0.89,0.091,0.9973
15733,spam,2005-01-19,0.04,0.883,0.077,0.9888
15734,spam,2005-01-19,0.026,0.911,0.063,0.9761
15735,spam,2005-01-19,0.027,0.912,0.061,0.9725
15736,spam,2005-01-19,0.086,0.868,0.046,-0.3753
15737,spam,2005-01-19,0.052,0.844,0.104,0.3027
15738,spam,2005-01-19,0.073,0.747,0.18,0.9431
15739,spam,2005-01-20,0.008,0.811,0.181,0.9803
15740,spam,2005-01-20,0.031,0.831,0.139,0.9907
15741,spam,2005-01-20,0.05,0.838,0.112,0.4153
15742,spam,2005-01-20,0.072,0.741,0.187,0.8388
15743,spam,2005-01-20,0.032,0.869,0.099,0.9886
15744,spam,2005-01-20,0.019,0.896,0.084,0.9969
15745,spam,2005-01-20,0.018,0.894,0.089,0.9973
15746,spam,2005-01-20,0.042,0.837,0.122,0.9194
15747,spam,2005-01-20,0.067,0.914,0.019,-0.7096
15748,spam,2005-01-20,0.05,0.77,0.18,0.6973
15749,spam,2005-01-20,0.079,0.921,0.0,-0.5216
15750,spam,2005-01-20,0.039,0.89,0.071,0.9749
15751,spam,2005-01-21,0.128,0.69,0.181,0.2677
15752,spam,2005-01-21,0.036,0.722,0.242,0.9828
15753,spam,2005-01-21,0.018,0.888,0.094,0.9977
15754,spam,2005-01-21,0.019,0.892,0.089,0.9972
15755,spam,2005-01-22,0.049,0.946,0.005,-0.9206
15756,spam,2005-01-22,0.049,0.823,0.128,0.9908
15757,spam,2005-01-22,0.08,0.829,0.092,0.1862
15758,spam,2005-01-22,0.056,0.881,0.063,0.2199
15759,spam,2005-01-22,0.029,0.923,0.048,0.3802
15760,spam,2005-01-22,0.063,0.892,0.044,-0.5374
15761,spam,2005-01-22,0.113,0.775,0.113,0.0
15762,spam,2005-01-23,0.0,1.0,0.0,0.0
15763,spam,2005-01-23,0.189,0.811,0.0,-0.7633
15764,spam,2005-01-23,0.019,0.889,0.091,0.9972
15765,spam,2005-01-23,0.183,0.742,0.074,-0.9653
15766,spam,2005-01-23,0.02,0.866,0.114,0.8532
15767,spam,2005-01-23,0.042,0.853,0.105,0.8126
15768,spam,2005-01-23,0.051,0.913,0.035,-0.4019
15769,spam,2005-01-23,0.081,0.863,0.055,-0.25
15770,spam,2005-01-23,0.059,0.832,0.109,0.6623
15771,spam,2005-01-24,0.019,0.889,0.093,0.8679
15772,spam,2005-01-24,0.016,0.895,0.089,0.9973
15773,spam,2005-01-24,0.0,0.61,0.39,0.9554
15774,spam,2005-01-24,0.023,0.873,0.105,0.7906
15775,spam,2005-01-25,0.052,0.784,0.164,0.9538
15776,spam,2005-01-25,0.023,0.865,0.111,0.9907
15777,spam,2005-01-25,0.0,0.897,0.103,0.8689
15778,spam,2005-01-25,0.026,0.88,0.094,0.9977
15779,spam,2005-01-25,0.027,0.877,0.095,0.9977
15780,spam,2005-01-25,0.039,0.849,0.112,0.9545
15781,spam,2005-01-25,0.0,0.911,0.089,0.8832
15782,spam,2005-01-25,0.051,0.827,0.122,0.9602
15783,spam,2005-01-26,0.0,0.871,0.129,0.8118
15784,spam,2005-01-26,0.0,1.0,0.0,0.0
15785,spam,2005-01-26,0.143,0.726,0.131,-0.1263
15786,spam,2005-01-26,0.0,0.706,0.294,0.9521
15787,spam,2005-01-27,0.039,0.809,0.152,0.9972
15788,spam,2005-01-27,0.178,0.791,0.031,-0.7717
15789,spam,2005-01-27,0.083,0.798,0.119,0.5835
15790,spam,2005-01-27,0.069,0.813,0.118,0.0941
15791,spam,2005-01-27,0.072,0.775,0.152,0.6239
15792,spam,2005-01-28,0.02,0.777,0.204,0.9998
15793,spam,2005-01-28,0.0,0.896,0.104,0.9678
15794,spam,2005-01-28,0.148,0.809,0.043,-0.7009
15795,spam,2005-01-28,0.078,0.889,0.033,-0.4168
15796,spam,2005-01-28,0.078,0.877,0.045,-0.3412
15797,spam,2005-01-28,0.139,0.861,0.0,-0.802
15798,spam,2005-01-28,0.053,0.901,0.046,0.3147
15799,spam,2005-01-29,0.038,0.962,0.0,-0.7762
15800,spam,2005-01-29,0.024,0.791,0.185,0.997
15801,spam,2005-01-29,0.0,0.848,0.152,0.9352
15802,spam,2005-01-29,0.024,0.77,0.206,0.9427
15803,spam,2005-01-29,0.132,0.754,0.114,-0.2263
15804,spam,2005-01-29,0.052,0.709,0.239,0.9483
15805,spam,2005-01-29,0.05,0.798,0.152,0.6679
15806,spam,2005-01-29,0.026,0.865,0.109,0.9937
15807,spam,2005-01-29,0.158,0.714,0.128,-0.6147
15808,spam,2005-01-30,0.0,0.691,0.309,0.9347
15809,spam,2005-01-30,0.0,0.846,0.154,0.9963
15810,spam,2005-01-30,0.0,0.657,0.343,0.9626
15811,spam,2005-01-30,0.023,0.886,0.091,0.9978
15812,spam,2005-01-31,0.146,0.854,0.0,-0.6996
15813,spam,2005-01-31,0.021,0.927,0.052,0.4939
15814,spam,2005-01-31,0.023,0.859,0.118,0.995
15815,spam,2005-01-31,0.019,0.921,0.061,0.9801
15816,spam,2005-02-01,0.0,0.789,0.211,0.835
15817,spam,2005-02-01,0.064,0.795,0.141,0.9932
15818,spam,2005-02-01,0.0,1.0,0.0,0.0
15819,spam,2005-02-01,0.0,0.742,0.258,0.54
15820,spam,2005-02-01,0.0,1.0,0.0,0.0
15821,spam,2005-02-01,0.0,0.955,0.045,0.3544
15822,spam,2005-02-02,0.024,0.922,0.054,0.3736
15823,spam,2005-02-02,0.033,0.83,0.137,0.9898
15824,spam,2005-02-02,0.091,0.681,0.229,0.8074
15825,spam,2005-02-02,0.026,0.869,0.104,0.9994
15826,spam,2005-02-02,0.136,0.726,0.138,-0.1531
15827,spam,2005-02-02,0.0,0.683,0.317,0.8516
15828,spam,2005-02-02,0.0,0.92,0.08,0.3862
15829,spam,2005-02-02,0.0,0.92,0.08,0.3862
15830,spam,2005-02-02,0.0,0.92,0.08,0.3862
15831,spam,2005-02-02,0.0,1.0,0.0,0.0
15832,spam,2005-02-03,0.16,0.84,0.0,-0.3147
15833,spam,2005-02-04,0.018,0.89,0.091,0.8679
15834,spam,2005-02-04,0.0,1.0,0.0,0.0
15835,spam,2005-02-04,0.021,0.744,0.235,0.9993
15836,spam,2005-02-04,0.023,0.879,0.098,0.9981
15837,spam,2005-02-04,0.086,0.742,0.172,0.9958
15838,spam,2005-02-04,0.228,0.736,0.036,-0.9038
15839,spam,2005-02-04,0.109,0.805,0.086,-0.2263
15840,spam,2005-02-05,0.032,0.814,0.154,0.9541
15841,spam,2005-02-05,0.127,0.714,0.16,-0.3213
15842,spam,2005-02-05,0.054,0.83,0.117,0.3769
